id,name,district,street,station,lines,d_m,area_m2,type,built_year,units_total,buildings,layout_main,large_unit,resettlement,confidence,note
52,馨荔苑,南山区,南头街道,南头古城,12,84.1,3027,住宅小区,2000,36,1,4房2厅 约179.9㎡、4房1厅 179.9㎡、5房2厅 187.8㎡（全盘仅6个户型）,是,无,确认,"别名""馨秀小区""，南头街17号（大汪山社区），单体1栋、仅36户、无电梯、容积率0.98、28车位，开发商深圳展地建设开发有限公司。典型大平层小体量楼盘，带南山实验总校学位。OSM占地3027㎡，属src=地块但实为单体楼。"
53,秀林新居,南山区,南头街道,南头古城,12,135.4,1964,住宅小区,2001,52,1,168-177㎡ 4-5房（2梯4户），另有123㎡3房；全盘仅4个户型,是,无,确认,南头街7号（大汪山社区，南山大道与梅园路交接），单体1栋52户、容积率5.6、90车位、有电梯，开发商深圳展地建设开发有限公司（与馨荔苑同一开发商）。OSM占地仅1964㎡——确为单体楼。
54,豪方天际花园,南山区,南头街道,同乐南,12,145.2,35104,住宅小区,2017（一期；深圳都市圈记2005-2018）,2005（另有1928／2009／1716等口径）,6（一期6栋超高层住宅；二期另有1栋写字楼+商业）,3-4房 74-88㎡为主（4房85.55／87.77㎡），全盘73-155㎡ 3-5房,部分,未知,确认,"南头街道南联社区，北环大道与南山大道交汇西北侧，开发商深圳市新豪方，总占地约4.55万㎡、总建面约36.82万㎡、容积率5.81、2082车位、人车分流，房屋用途纯""住宅""。楼下即园丁学校（小学部110m/初中部97m）。注意：主力""四房""仅85-88㎡，属紧凑四房而非120㎡+改善大户，故large_unit记""部分""。总户数各源在1716-2109间波动，取Q房网2005户。是否含旧改回迁未查到。"
55,南山意境,南山区,南头街道,同乐南,12,129.1,29677,宿舍单位房,2003（Q房网简介另称2012年竣工，存冲突）,未知,7,65-185㎡ 3-4房,部分,无,单一来源,"南头街道南联社区，南头检查站旁／荔山工作口二线路6号，开发商深圳市万年青投资发展有限公司，容积率1.8-4、750车位、绿化率35%。深圳都市圈交易权属标""商品房/军产""且""暂无价格数据""（无二手房流通）——属军产房，非普通商品住宅，故归类为宿舍单位房。建成年代冲突未消解（2003 vs 2012）。总户数无来源。"
56,华府国际,南山区,南头街道,同乐南,12,183.8,20607,宿舍单位房,2011,1200,4,46-147㎡ 1房/2房/3房/4房,部分,无,确认,"南头街道南联社区关口1路8号（南头检查站旁），开发商深圳市安远控股集团。三源一致指出为""70年军产房""：深圳都市圈交易权属""商品房/军产""，参考均价仅约4.1万/㎡，而同片区商品住宅约9-10万/㎡——价差即军产房无红本、过户受限的体现。名为""国际""但是住宅性质，只是产权特殊，故归宿舍单位房而非商务公寓。700-900车位。"
57,鸿荣源·尚璟公馆,南山区,南头街道,同乐南,12,16.1,7240,混合,2024（乐有家一说2023年建成；预售2024年推售441套）,679（商品房约430-447套 + 人才房55套 + 回迁房177套）,2栋超高层住宅（1栋52F、2栋51F，均4梯7户）+底商,建面约59-82㎡ 1-3房（59㎡单/双面采光、78㎡、82㎡）,否,有回迁房（约177套）,确认,"南头街道前进路，12号线同乐南站出口16m。总占地约7200㎡、总建面约6.8万㎡、容积率6.86、约300车位，开发商深圳市嘉德业置地（鸿荣源集团），OSM operator亦标鸿荣源。名为""公馆""但是70年产权住宅（城市更新项目），不是商务公寓。可售住宅口径两说（430 vs 447），与人才房55+回迁177相加均接近679总数。"
58,前海花园,南山区,南头街道,大新,1,12.3,138317,住宅小区,1997-2004（一期1997-2004入伙，二期1999）,约1583（一期927 + 二期656）；百度百科另称一期2825户，口径不一,35（一、二期合计，深圳都市圈亦记35栋）,2房2厅 74.96㎡、3房2厅 89.8-93.3㎡为主，另有5-6房 155-158㎡,部分,无（政府/企业福利小区性质，非旧改回迁房）,确认,"南头街道前海社区桃园路266号，1号线大新站出口12m，开发商深圳市前海股份有限公司。深圳都市圈交易权属写""商品房/经济适用房""、Q房网简介明确写""福利小区""；一期分电梯房与楼梯房，二期占地12.9万㎡/总建面27.9万㎡/13栋、含小学与幼儿园各一所。OSM该地块13.8万㎡与二期占地接近，实际覆盖一期+二期。注意：前海花园三期（前海路288号、1311户、2004年、15栋）是独立小区，位置更东，不在本条范围内。"
59,绿海名都,南山区,南头街道,大新,1,158.3,31256,住宅小区,2003-2005（2004年6-7月竣工入伙）,1078（咚咚新房记1148，另有1598/1070等口径）,5（Q房网，13个单元）／11（深圳都市圈）,2房77.24㎡、3房105.63㎡、4房112.94㎡（全盘40-113㎡ 一至四房）,部分,无,确认,"南头街道前海社区学府路262号，1号线大新站附近，开发商深圳市名居房地产。占地约3.4万㎡、总建面约12万㎡、容积率3、绿化率60%、688车位、人车分流、自带游泳池与幼儿园。房屋用途""普通住宅/商业/底商""。栋数与户数各源口径差异较大，已并列。"
60,港湾丽都,南山区,南头街道,大新,1,6.6,20740,住宅小区,2003-2004,512,9,2房84.13㎡、3房106/112/115/119㎡、4房133-168.93㎡，另有顶层复式,部分,无,确认,"全名""港湾丽都花园""，南头街道前海社区前海路3005号（前海路与桃源路交汇），距1号线大新站约50m。容积率3.9、525车位、房屋用途""普通住宅/商业/底商""，有健身房与游泳池。深圳都市圈与Q房网在9栋/2003-2004年/525车位上一致。"
61,新德家园,南山区,南头街道,大新,1,196.9,14914,住宅小区,2006-2007,952,4（Q房网，5个单元）／5（深圳都市圈）,1-2房 36-70㎡为主（设计定位小户型），少量3房80-97㎡,否,无,确认,"南头街道前海社区前海路3001号，距1号线大新站约200m，开发商深圳市厚德实业。容积率6.24、455-475车位、绿化率25.6%，自带三层购物中心（人人乐/影院）。明确定位""中小户型高层住宅+大型商业""，两房一房为主，不适合找大户型。"
62,桃李花园,南山区,南头街道,大新,1,108.4,14153,住宅小区,1997,未知,未知,未知（无电梯多层，推测中小户型）,未知,无,单一来源,OSM与Q房网地址一致：桃园路287号（南头街道），1号线大新站约273m。Q房网记1997年建成、无电梯、容积率2.54、250车位、物业费2.5元/㎡、开发商深圳市西部城建工程有限公司，但总户数/单元总数/户型全部为0或空、暂无均价；深圳都市圈南山935个小区名录中无此条。判断为1997年老式无电梯多层住宅小区，户数与户型无法证实。
63,御海新苑,南山区,南头街道,大新,1,68.7,12052,住宅小区,2002,197（一期）,2（深圳都市圈）／16个单元（Q房网）,2房64.27㎡、3房68.07㎡为主，另有4房131.33㎡,否,无,确认,"南头街道前海社区前海路3003号，开发商深圳市大新城实业发展有限公司（与莲城花园同一开发商），容积率2.1、190车位。注意同名分期：另有""御海新苑二期""（3栋、2002年、90车位）是独立条目，OSM本条（1.2万㎡）对应一期。"
64,金桃园大厦,南山区,南头街道,大新,1,110.3,10092,住宅小区,2004,192,2,2房82.35㎡、4房119.75㎡、5房119.74㎡,部分,无,确认,"南头街道田厦社区桃园路193号，开发商深圳市罗沙工程开发有限公司，容积率5、155-156车位。名字带""大厦""但深圳都市圈房屋用途明确为""普通住宅""、Q房网亦为住宅，且有大新小学等学区配套——属70年产权普通住宅，不是商务公寓。"
65,前海金岸,南山区,南头街道,大新,1,192.5,8349,住宅小区,2008（深圳都市圈记2006-2008）,700,2,"1房27.93／41.05㎡、2房70.6-70.9㎡为主，另有""5房""89.4㎡（隔断型）",否,未知,确认,"全名""前海金岸大厦""，南头街道田厦社区桃园路122（-5）号，距1号线大新站约300m。容积率8.1、绿化率18%、车位比仅1:0.42、部分电梯房、700户仅2栋——极高密度小户型盘。开发商深圳市前海股份有限公司（前海社区股份公司），房屋用途""普通住宅/商业""，虽记住宅但27-41㎡超小户型占比高、居住体验接近公寓，是否含村民/回迁物业未查到。"
66,田厦·翡翠明珠花园,南山区,南头街道,桃园,1/12,39.7,19534,混合,2010,1446,6（深圳都市圈）／2栋5单元（Q房网）,1房35.11㎡、2房60.02㎡、3房88.47㎡为主，另有5房148.68㎡；共164个户型,否,可能含回迁/使用权房（未证实）,确认,"南头街道大汪山社区常兴南路45号（1号线/12号线桃园站附近），开发商深圳市田厦房地产开发有限公司、田厦物业——即田厦社区股份公司系。判为混合的依据：Q房网物业用途""住宅/商铺/商住/写字楼""，深圳都市圈房屋用途""普通住宅/写字楼/商业/底商/商业办公类/公寓/商务公寓""、交易权属""商品房/使用权""。其中""使用权""+股份公司自建，指向部分为村民物业/回迁性质，但没有找到直接写明回迁房套数的来源，故 resettlement 标注为""可能，未证实""。容积率5、980车位、部分电梯房。买入前务必核实具体楼栋的产权性质（红本商品房 vs 商务公寓 vs 使用权房）。"
67,桃花园,南山区,南头街道,桃园,1/12,1.3,16269,住宅小区,1988,680,未知,2-3房 84-106㎡（84/88㎡两房，86/106㎡三房）,否,未知,单一来源,乐有家单一来源：南山-南头、前海路西侧、南头中学对面、桃园地铁站B出口，与OSM位置一致。注意同名混淆——罗湖笋岗另有一个「桃花园」（1988年建成、517-712户、特发特力物业），本条不是它。乐有家给的建筑面积105867㎡/容积率2.1与OSM地块16269㎡口径不一致，疑OSM多边形仅覆盖小区一部分；总栋数、是否含福利房均未查到。
68,桃苑小区,南山区,南头街道,桃园,1/12,193.7,12194,住宅小区,2003,1040,8,未知（按容积率6.86×OSM占地/户数估户均约80㎡）,否,未知,单一来源,聚汇数据：2003年、住宅、70年产权、1040户/8栋、容积率6.86、南山-南头、深圳南油房地产开发+南油物业、180个车位。同片区另有「桃苑公寓」（1993年、3栋、约800户、58-66㎡两房，乐有家），是不同小区，勿混。户型表未查到，large_unit 系按户均建面推断。
69,常丰花园,南山区,南头街道,桃园,1/12,108.7,8149,住宅小区,2000,118,2,未知,未知,未知,单一来源,聚汇数据：2000年、住宅、70年产权、118户/2栋、容积率2.90、南山-南头。乐有家页面独立确认地址「南山区南头 桃园路与常兴路交界」，与OSM位置吻合（张冠李戴风险已排除）。但118户/2栋与OSM地块8149㎡不匹配，疑OSM多边形把相邻楼栋一起圈进来了；户型未查到。
70,时代骄子,南山区,南头街道,桃园,1/12,192.6,7353,混合,2003,668（另有920/994口径）,2,单间/一房/二房/三房 36-93㎡,否,无,确认,全名「时代骄子大厦」，学府路北、南山大道东（南山大道2028/2032号）。咚咚楼盘库：物业类型商品住宅+商业，2003-02-14开盘、2003-10-15最早交房，占地6269.2㎡（≈OSM 7353㎡）、建面52543㎡、总房源668、容积率8.38。乐有家：A/B两栋32层，1-3层为赛格电子商场、5-32层住宅，户型36-93㎡。住宅部分70年产权（聚汇），故判为住宅+商业混合楼而非商务公寓。户数三口径不一（668咚咚/乐有家、920聚汇、994吉屋）。
71,如意家园,南山区,南头街道,桃园,1/12,125.4,5810,住宅小区,2003,408（另有385备案/414口径）,5（1栋综合楼+4栋18层住宅）,2-3房为主，二房约73㎡、三房约106-114㎡,否,无,确认,常兴路与桃园路交汇处，距12号线桃园站约280m。咚咚：2002-04-19开盘、2003-04-30最早交房，占地13115.5㎡、建面42000㎡、容积率3.2、217车位，项目介绍明确「1栋综合楼+4栋18层住宅，共408户」；户型库为二房2种/三房4种/四房1种，二房72.77-72.88㎡。乐有家：2003年、408户、4栋小高层、2-3房106-114㎡。聚汇记2004年/414户。四房仅1种户型，故large_unit判否。注意OSM占地5810㎡远小于备案13115.5㎡。
